schema_version,study_id,scenario_id,input_sample_id,replication_id,security_service_cv,immigration_service_cv,config_id,config_sha256,model_version,master_seed,arrival_seed,service_seed,routing_seed,tie_seed,arrivals,completed_after_drain,rejected_or_dropped_count,total_queue_wait_p95_seconds,total_queue_wait_mean_seconds,security_wait_p95_seconds,immigration_wait_p95_seconds,system_time_p95_seconds,system_time_p99_seconds,system_time_max_seconds,cutoff_backlog,cohort_clear_time_after_cutoff_seconds,security_utilization,immigration_utilization,analysis_window_start_seconds,analysis_window_end_seconds,peak_window_end_seconds,security_positive_wait_count,immigration_positive_wait_count,peak_security_waiting_queue,peak_immigration_waiting_queue,peak_total_waiting_queue,security_queue_person_seconds,immigration_queue_person_seconds,total_queue_person_seconds,time_weighted_mean_security_waiting_queue,time_weighted_mean_immigration_waiting_queue,time_weighted_mean_total_waiting_queue
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV050,LOCAL_WINDOW_HPP_BASE,37,0.5,0.5,OP_SERVICE_VARIABILITY_SCV050_ICV050,64e95390280cccba351d713b2071316ad8ce43762a0dafa60ff74d6c1268475b,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290371,202609290372,202609290373,202609290374,408,408,0,2.998385433,0.537198254696,2.181805852,1.52414654,56.549822478,75.177910153,89.273251805,54,68.746122166,0.665976046,0.675507750,0,300,350.78098968,64,97,8,7,8,114.026866439,88.383600661,202.4104671,0.380089554797,0.294612002203,0.674701557
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV050,LOCAL_WINDOW_HPP_BASE,38,0.5,0.5,OP_SERVICE_VARIABILITY_SCV050_ICV050,64e95390280cccba351d713b2071316ad8ce43762a0dafa60ff74d6c1268475b,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290381,202609290382,202609290383,202609290384,406,406,0,8.518973927,2.05656617341,0.648811924,8.186590434,60.687327655,73.754420234,113.809630066,47,48.863448874,0.714545267,0.752486418,0,300,338.096410129,30,189,4,15,15,28.008601483,798.503027999,826.511629482,0.0933620049433,2.66167676,2.75503876494
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV050,LOCAL_WINDOW_HPP_BASE,39,0.5,0.5,OP_SERVICE_VARIABILITY_SCV050_ICV050,64e95390280cccba351d713b2071316ad8ce43762a0dafa60ff74d6c1268475b,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290391,202609290392,202609290393,202609290394,388,388,0,2.748109807,0.429559013129,0,2.412149893,56.09984986,72.859212706,81.694365708,61,81.287759134,0.589324281,0.632950807,0,300,364.452321528,14,86,4,9,9,14.157100237,109.768868279,123.925968516,0.0471903341233,0.365896227597,0.41308656172
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV050,LOCAL_WINDOW_HPP_BASE,40,0.5,0.5,OP_SERVICE_VARIABILITY_SCV050_ICV050,64e95390280cccba351d713b2071316ad8ce43762a0dafa60ff74d6c1268475b,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290401,202609290402,202609290403,202609290404,399,399,0,7.609855718,1.43436490443,1.21154029,6.078839147,61.033971518,81.646239198,85.677597159,61,66.674813671,0.683425936,0.686427684,0,300,354.570882473,28,136,10,14,14,92.151477398,357.34447238,449.495949778,0.307171591327,1.19114824127,1.49831983259
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV050,LOCAL_WINDOW_HPP_BASE,41,0.5,0.5,OP_SERVICE_VARIABILITY_SCV050_ICV050,64e95390280cccba351d713b2071316ad8ce43762a0dafa60ff74d6c1268475b,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290411,202609290412,202609290413,202609290414,416,416,0,1.367644625,0.156590010536,0.257474926,0.911456346,55.308726668,66.4210805,78.219145146,40,77.768181825,0.640177332,0.643444584,0,300,337.963766324,25,41,4,5,5,25.766293379,39.375151004,65.141444383,0.0858876445967,0.131250503347,0.217138147943
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV050,LOCAL_WINDOW_HPP_BASE,42,0.5,0.5,OP_SERVICE_VARIABILITY_SCV050_ICV050,64e95390280cccba351d713b2071316ad8ce43762a0dafa60ff74d6c1268475b,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290421,202609290422,202609290423,202609290424,403,403,0,6.288408916,0.989415563533,6.080516839,1.516281815,60.557872173,79.243274105,100.332112823,51,69.862335407,0.664785235,0.689815768,0,300,351.688133562,88,69,15,6,15,327.122908052,71.611564052,398.734472104,1.09040969351,0.238705213507,1.32911490701
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV050,LOCAL_WINDOW_HPP_BASE,43,0.5,0.5,OP_SERVICE_VARIABILITY_SCV050_ICV050,64e95390280cccba351d713b2071316ad8ce43762a0dafa60ff74d6c1268475b,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290431,202609290432,202609290433,202609290434,407,407,0,6.788473582,1.17294846471,6.182534575,2.62990504,62.405743653,72.798020171,81.088426509,49,37.850201498,0.744284124,0.726491722,0,300,324.661697182,88,105,13,9,13,303.248794827,160.863867487,464.112662314,1.01082931609,0.536212891623,1.54704220771
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV050,LOCAL_WINDOW_HPP_BASE,44,0.5,0.5,OP_SERVICE_VARIABILITY_SCV050_ICV050,64e95390280cccba351d713b2071316ad8ce43762a0dafa60ff74d6c1268475b,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290441,202609290442,202609290443,202609290444,366,366,0,0.28058026,0.0511322963443,0,0.244432387,60.914761258,76.464371696,90.686328719,39,55.851712670,0.635590226,0.655493732,0,300,347.134469312,2,24,1,5,5,0.559407185,18.155013277,18.714420462,0.00186469061667,0.0605167109233,0.06238140154
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV050,LOCAL_WINDOW_HPP_BASE,45,0.5,0.5,OP_SERVICE_VARIABILITY_SCV050_ICV050,64e95390280cccba351d713b2071316ad8ce43762a0dafa60ff74d6c1268475b,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290451,202609290452,202609290453,202609290454,399,399,0,1.935672128,0.299672967774,0.373800571,1.729403884,60.314096398,82.846541778,97.297617176,53,66.373102522,0.683399397,0.671550938,0,300,349.047218039,33,74,5,6,6,31.811091811,65.399619413,97.210711224,0.106036972703,0.217998731377,0.32403570408
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV050,LOCAL_WINDOW_HPP_BASE,46,0.5,0.5,OP_SERVICE_VARIABILITY_SCV050_ICV050,64e95390280cccba351d713b2071316ad8ce43762a0dafa60ff74d6c1268475b,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290461,202609290462,202609290463,202609290464,452,452,0,9.184076072,2.5501957162,5.198952256,7.078037875,57.065689622,70.382900415,92.031586706,56,50.843624973,0.770441694,0.776477410,0,300,330.178853055,172,204,13,18,18,478.902554873,528.67366251,1007.57621738,1.59634184958,1.7622455417,3.35858739128
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV050,LOCAL_WINDOW_HPP_BASE,47,0.5,0.5,OP_SERVICE_VARIABILITY_SCV050_ICV050,64e95390280cccba351d713b2071316ad8ce43762a0dafa60ff74d6c1268475b,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290471,202609290472,202609290473,202609290474,385,385,0,3.314129475,0.517851136657,0.387420816,3.00667506,58.428936141,79.325496501,95.724594581,41,57.641008452,0.668637741,0.668028886,0,300,340.722605188,26,75,4,8,8,33.753881646,156.340144494,190.09402614,0.11251293882,0.52113381498,0.6336467538
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV050,LOCAL_WINDOW_HPP_BASE,48,0.5,0.5,OP_SERVICE_VARIABILITY_SCV050_ICV050,64e95390280cccba351d713b2071316ad8ce43762a0dafa60ff74d6c1268475b,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290481,202609290482,202609290483,202609290484,416,416,0,7.970051196,1.6517916824,0,7.970051196,57.863797406,69.316250712,96.207163001,49,57.578918789,0.664036579,0.738833472,0,300,340.308350268,11,145,3,15,15,8.613714347,678.025354403,686.63906875,0.0287123811567,2.26008451468,2.28879689583
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV050,LOCAL_WINDOW_HPP_BASE,49,0.5,0.5,OP_SERVICE_VARIABILITY_SCV050_ICV050,64e95390280cccba351d713b2071316ad8ce43762a0dafa60ff74d6c1268475b,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290491,202609290492,202609290493,202609290494,423,423,0,5.10011858,1.01209687377,3.549401438,4.142595459,59.862218539,71.661339563,82.218487687,50,56.889692873,0.715004121,0.735709110,0,300,338.370437916,60,133,11,12,12,165.275422927,262.841554678,428.116977605,0.550918076423,0.876138515593,1.42705659202
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV050,LOCAL_WINDOW_HPP_BASE,50,0.5,0.5,OP_SERVICE_VARIABILITY_SCV050_ICV050,64e95390280cccba351d713b2071316ad8ce43762a0dafa60ff74d6c1268475b,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290501,202609290502,202609290503,202609290504,414,414,0,3.611622269,0.774613819454,1.076464936,3.501695968,61.019196012,78.461276132,112.322690141,51,59.651060399,0.672055297,0.719756449,0,300,340.218536969,43,138,5,10,10,44.119100656,224.318515704,268.43761636,0.147063668853,0.74772838568,0.894792054533
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,1,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290011,202609290012,202609290013,202609290014,396,396,0,1.22590909,0.170070302823,0,1.100504141,61.360867049,97.603520446,159.620426583,39,129.444192568,0.553198748,0.548927047,0,300,345.222416015,10,64,4,5,5,8.830676811,58.517163107,67.347839918,0.02943558937,0.195057210357,0.224492799727
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,2,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290021,202609290022,202609290023,202609290024,442,442,0,3.53517194,0.649354135771,0.477677651,3.33988297,62.026273714,82.665554072,102.12526745,56,67.512290366,0.699667561,0.710122788,0,300,346.514884982,28,145,5,8,8,28.559744598,249.204552577,277.764297175,0.09519914866,0.830681841923,0.925880990583
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,3,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290031,202609290032,202609290033,202609290034,393,393,0,1.359270318,0.195722522817,0,1.324792112,70.933253377,118.627611507,163.925386823,44,106.248070726,0.595607134,0.650567473,0,300,351.767695993,5,76,1,5,5,1.783608154,75.135343313,76.918951467,0.00594536051333,0.250451144377,0.25639650489
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,4,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290041,202609290042,202609290043,202609290044,410,410,0,1.999038814,0.327168440544,1.276115566,1.668112227,68.004365667,91.092759485,120.424303141,57,91.357431616,0.661578280,0.668298459,0,300,341.470908185,50,62,5,7,7,56.70155759,28.682246462,85.383804052,0.189005191967,0.0956074882067,0.284612680173
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,5,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290051,202609290052,202609290053,202609290054,388,388,0,2.786408376,0.419371458964,0,2.494159999,64.861334871,117.538696117,134.296919129,29,66.062459001,0.623362553,0.670175848,0,300,322.102120233,19,83,5,7,7,18.521960308,144.19416577,162.716126078,0.0617398676933,0.480647219233,0.542387086927
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,6,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290061,202609290062,202609290063,202609290064,419,419,0,1.133974591,0.121891412819,0.824081421,0,64.285278254,84.631780737,116.059522868,48,82.778537160,0.664654005,0.657393137,0,300,340.647761665,31,20,5,4,5,34.261853458,16.499078212,50.76093167,0.114206178193,0.0549969273733,0.169203105567
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,7,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290071,202609290072,202609290073,202609290074,408,408,0,3.245033519,0.551100919142,1.071555432,3.14308209,68.677769965,90.371310254,100.573973733,58,72.980243983,0.656099745,0.670835727,0,300,344.422552127,48,91,7,8,8,49.965768528,125.896461482,175.86223001,0.16655256176,0.419654871607,0.586207433367
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,8,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290081,202609290082,202609290083,202609290084,442,442,0,5.996556319,1.41481671681,5.307069764,3.640131514,65.908316639,87.591931735,129.681400449,36,81.725550871,0.706206885,0.683680352,0,300,375.250495221,139,124,13,11,13,399.63523929,225.713749538,625.348988828,1.3321174643,0.752379165127,2.08449662943
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,9,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290091,202609290092,202609290093,202609290094,395,395,0,3.923565979,0.69923002462,1.470399478,3.629773209,65.551449004,95.747517841,167.784607657,50,121.726386078,0.550933373,0.605592272,0,300,333.391784826,40,112,8,9,10,53.540185102,185.253151723,238.793336825,0.178467283673,0.617510505743,0.795977789417
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,10,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290101,202609290102,202609290103,202609290104,394,394,0,4.347102577,0.739365956662,2.638703167,2.577839401,63.424312279,104.857238521,127.732635389,54,100.088048861,0.604060895,0.575844582,0,300,397.052957415,65,91,7,7,7,136.346144221,122.368734624,258.714878845,0.454487147403,0.40789578208,0.862382929483
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,11,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290111,202609290112,202609290113,202609290114,409,409,0,5.826315596,1.1752432179,2.556583449,4.92538815,67.794011591,93.882999316,112.627395559,43,70.014725899,0.669873535,0.693086098,0,300,338.874295562,46,139,7,11,11,88.842462412,391.698703744,480.541166156,0.296141541373,1.30566234581,1.60180388719
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,12,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290121,202609290122,202609290123,202609290124,423,423,0,3.440732216,0.493142016969,2.993929251,1.331074903,65.095367593,83.745976936,87.273507718,48,81.419576733,0.678771290,0.654535650,0,300,340.131363779,65,70,10,7,10,134.526950532,74.072122646,208.599073178,0.44842316844,0.246907075487,0.695330243927
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,13,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290131,202609290132,202609290133,202609290134,455,455,0,21.290170939,6.53031974991,16.078744493,7.672212902,72.172711214,104.574781158,137.125875394,51,60.242419931,0.750459028,0.737252013,0,300,349.986103879,232,187,32,18,33,2305.3244634,663.562713749,2968.88717715,7.68441487801,2.2118757125,9.89629059051
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,14,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290141,202609290142,202609290143,202609290144,374,374,0,5.946531234,0.92960395407,0,5.641166342,66.138699931,100.386375618,132.524914822,27,117.503702908,0.540864914,0.539955839,0,300,356.679517265,14,88,4,15,15,19.321315268,328.350563554,347.671878822,0.0644043842267,1.09450187851,1.15890626274
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,15,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290151,202609290152,202609290153,202609290154,386,386,0,2.707379347,0.322070539448,0.33977678,2.707379347,59.033278209,83.847026297,129.448466594,38,81.397669185,0.609376064,0.579629684,0,300,331.118191292,32,39,4,10,10,20.28453241,104.034695817,124.319228227,0.0676151080333,0.34678231939,0.414397427423
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,16,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290161,202609290162,202609290163,202609290164,401,401,0,7.131104657,0.63728028291,0.547398978,6.300251551,62.370231745,82.808714889,103.777314295,63,64.709764533,0.642199143,0.622621458,0,300,342.724700988,27,50,5,14,14,24.704332606,13.535045454,38.23937806,0.0823477753533,0.04511681818,0.127464593533
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,17,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290171,202609290172,202609290173,202609290174,429,429,0,6.614102314,1.2124446972,6.345123034,2.126554048,67.364505553,90.889538818,125.277993617,56,69.479872994,0.718366290,0.691907275,0,300,337.986998314,140,129,15,7,15,352.80957704,153.30999773,506.11957477,1.17603192347,0.511033325767,1.68706524923
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,18,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290181,202609290182,202609290183,202609290184,419,419,0,5.560693866,1.08771067556,4.040631651,2.949212562,68.629874477,87.342191367,101.638008276,52,59.567841624,0.718258503,0.691489126,0,300,345.739329349,116,87,12,8,12,304.177742547,84.012274635,388.190017182,1.01392580849,0.28004091545,1.29396672394
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,19,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290191,202609290192,202609290193,202609290194,445,445,0,4.356345399,0.8818949674,2.545532694,3.205351046,65.29228392,87.495989683,111.753953559,59,67.113082747,0.738252949,0.706544795,0,300,351.058682284,96,115,11,11,11,149.172751562,225.869290343,375.042041905,0.497242505207,0.752897634477,1.25014013968
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,20,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290201,202609290202,202609290203,202609290204,418,418,0,4.168940756,0.825431243024,1.156217553,4.1143094,69.363629098,99.679240036,137.669585679,47,83.260281524,0.670342231,0.714996010,0,300,355.460351677,61,142,5,11,11,56.203235865,286.924775737,343.128011602,0.18734411955,0.956415919123,1.14376003867
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,21,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290211,202609290212,202609290213,202609290214,417,417,0,11.308765734,3.20431599935,3.657718327,9.13864393,73.982605152,107.208826551,134.665617111,57,84.316242922,0.681025228,0.679988558,0,300,363.109796446,135,186,11,18,24,287.691190606,1046.95203492,1334.64322553,0.958970635353,3.48984011641,4.44881075176
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,22,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290221,202609290222,202609290223,202609290224,410,410,0,2.97247453,0.429174844961,0.0523329,2.580499669,67.26271254,100.288608114,193.773312896,48,125.098055200,0.576899690,0.638079986,0,300,342.478971011,21,95,4,7,7,25.679954976,111.42923043,137.109185406,0.08559984992,0.3714307681,0.45703061802
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,23,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290231,202609290232,202609290233,202609290234,439,439,0,7.908471114,2.15604323164,4.09562139,5.706017065,66.888243207,86.815015954,156.431861189,53,61.243640317,0.749283143,0.747005636,0,300,342.387533232,173,162,8,11,11,358.412301581,451.247630566,809.659932147,1.19470767194,1.50415876855,2.69886644049
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,24,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290241,202609290242,202609290243,202609290244,412,412,0,3.257505111,0.472826473049,0,3.077482475,67.499643614,88.067089919,118.435690921,59,95.400844809,0.590067930,0.668724089,0,300,390.803329962,15,104,4,8,8,8.973621843,148.361119274,157.334741117,0.02991207281,0.494537064247,0.524449137057
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV050_ICV100,LOCAL_WINDOW_HPP_BASE,25,0.5,1,OP_SERVICE_VARIABILITY_SCV050_ICV100,16cd99b7ae2d4306df327b0182519efcc972ad5612d8f4b79c7ca7e21528adbf,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290251,202609290252,202609290253,202609290254,424,424,0,6.124329421,1.38004469256,3.07570518,5.701573683,65.758845082,82.031290337,117.502064272,58,65.578632801,0.705229175,0.702206165,0,300,344.384523569,83,135,12,11,12,153.485531083,400.739348764,554.224879847,0.511618436943,1.33579782921,1.84741626616
