schema_version,study_id,analysis_role,scenario_id,arrival_level_id,input_sample_id,replication_id,arrival_rate_per_second,arrivals,security_capacity,immigration_capacity,security_nominal_offered_load,immigration_nominal_offered_load,security_arrival_window_utilization,immigration_arrival_window_utilization,total_queue_wait_exceed_15_rate,total_queue_wait_exceed_30_rate,total_queue_wait_exceed_60_rate
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,19,1.36421329697,445,36,24,0.826795937552,0.738948869193,0.857035355724,0.714267095215,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,20,1.36421329697,418,36,24,0.826795937552,0.738948869193,0.815229860199,0.689066121611,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,21,1.36421329697,417,36,24,0.826795937552,0.738948869193,0.800680349029,0.670946100817,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,22,1.36421329697,410,36,24,0.826795937552,0.738948869193,0.805272698676,0.674408199246,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,23,1.36421329697,439,36,24,0.826795937552,0.738948869193,0.860788405739,0.733329727911,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,24,1.36421329697,412,36,24,0.826795937552,0.738948869193,0.787257896887,0.651763257968,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,25,1.36421329697,424,36,24,0.826795937552,0.738948869193,0.812327987193,0.678501986459,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,26,1.36421329697,419,36,24,0.826795937552,0.738948869193,0.820973050693,0.688735094755,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,27,1.36421329697,410,36,24,0.826795937552,0.738948869193,0.791769726259,0.65905010686,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,28,1.36421329697,392,36,24,0.826795937552,0.738948869193,0.758589739876,0.630682020655,0,0,0
