schema_version,study_id,pairing_group_id,arrival_level_id,input_sample_id,replication_id,scenario_ids,master_seed,arrival_seed,service_seed,routing_seed,tie_seed
1.0,TASK3_PEAK_DURATION_SENSITIVITY_EXPLORATORY_V1,CRN_BASE_R011,MLE_BASE,LOCAL_WINDOW_HPP_BASE_STATIONARY_EXTENSION,11,PEAK_DURATION_S36_I21_T300|PEAK_DURATION_S36_I21_T900|PEAK_DURATION_S36_I21_T1800|PEAK_DURATION_S36_I21_T3600|PEAK_DURATION_S36_I21_T7200|PEAK_DURATION_S30_I18_T300|PEAK_DURATION_S30_I18_T900|PEAK_DURATION_S30_I18_T1800|PEAK_DURATION_S30_I18_T3600|PEAK_DURATION_S30_I18_T7200|PEAK_DURATION_S29_I17_T300|PEAK_DURATION_S29_I17_T900|PEAK_DURATION_S29_I17_T1800|PEAK_DURATION_S29_I17_T3600|PEAK_DURATION_S29_I17_T7200|PEAK_DURATION_S28_I16_T300|PEAK_DURATION_S28_I16_T900|PEAK_DURATION_S28_I16_T1800|PEAK_DURATION_S28_I16_T3600|PEAK_DURATION_S28_I16_T7200,202607290000,202609290111,202609290112,202609290113,202609290114
1.0,TASK3_PEAK_DURATION_SENSITIVITY_EXPLORATORY_V1,CRN_BASE_R012,MLE_BASE,LOCAL_WINDOW_HPP_BASE_STATIONARY_EXTENSION,12,PEAK_DURATION_S36_I21_T300|PEAK_DURATION_S36_I21_T900|PEAK_DURATION_S36_I21_T1800|PEAK_DURATION_S36_I21_T3600|PEAK_DURATION_S36_I21_T7200|PEAK_DURATION_S30_I18_T300|PEAK_DURATION_S30_I18_T900|PEAK_DURATION_S30_I18_T1800|PEAK_DURATION_S30_I18_T3600|PEAK_DURATION_S30_I18_T7200|PEAK_DURATION_S29_I17_T300|PEAK_DURATION_S29_I17_T900|PEAK_DURATION_S29_I17_T1800|PEAK_DURATION_S29_I17_T3600|PEAK_DURATION_S29_I17_T7200|PEAK_DURATION_S28_I16_T300|PEAK_DURATION_S28_I16_T900|PEAK_DURATION_S28_I16_T1800|PEAK_DURATION_S28_I16_T3600|PEAK_DURATION_S28_I16_T7200,202607290000,202609290121,202609290122,202609290123,202609290124
1.0,TASK3_PEAK_DURATION_SENSITIVITY_EXPLORATORY_V1,CRN_BASE_R013,MLE_BASE,LOCAL_WINDOW_HPP_BASE_STATIONARY_EXTENSION,13,PEAK_DURATION_S36_I21_T300|PEAK_DURATION_S36_I21_T900|PEAK_DURATION_S36_I21_T1800|PEAK_DURATION_S36_I21_T3600|PEAK_DURATION_S36_I21_T7200|PEAK_DURATION_S30_I18_T300|PEAK_DURATION_S30_I18_T900|PEAK_DURATION_S30_I18_T1800|PEAK_DURATION_S30_I18_T3600|PEAK_DURATION_S30_I18_T7200|PEAK_DURATION_S29_I17_T300|PEAK_DURATION_S29_I17_T900|PEAK_DURATION_S29_I17_T1800|PEAK_DURATION_S29_I17_T3600|PEAK_DURATION_S29_I17_T7200|PEAK_DURATION_S28_I16_T300|PEAK_DURATION_S28_I16_T900|PEAK_DURATION_S28_I16_T1800|PEAK_DURATION_S28_I16_T3600|PEAK_DURATION_S28_I16_T7200,202607290000,202609290131,202609290132,202609290133,202609290134
1.0,TASK3_PEAK_DURATION_SENSITIVITY_EXPLORATORY_V1,CRN_BASE_R014,MLE_BASE,LOCAL_WINDOW_HPP_BASE_STATIONARY_EXTENSION,14,PEAK_DURATION_S36_I21_T300|PEAK_DURATION_S36_I21_T900|PEAK_DURATION_S36_I21_T1800|PEAK_DURATION_S36_I21_T3600|PEAK_DURATION_S36_I21_T7200|PEAK_DURATION_S30_I18_T300|PEAK_DURATION_S30_I18_T900|PEAK_DURATION_S30_I18_T1800|PEAK_DURATION_S30_I18_T3600|PEAK_DURATION_S30_I18_T7200|PEAK_DURATION_S29_I17_T300|PEAK_DURATION_S29_I17_T900|PEAK_DURATION_S29_I17_T1800|PEAK_DURATION_S29_I17_T3600|PEAK_DURATION_S29_I17_T7200|PEAK_DURATION_S28_I16_T300|PEAK_DURATION_S28_I16_T900|PEAK_DURATION_S28_I16_T1800|PEAK_DURATION_S28_I16_T3600|PEAK_DURATION_S28_I16_T7200,202607290000,202609290141,202609290142,202609290143,202609290144
1.0,TASK3_PEAK_DURATION_SENSITIVITY_EXPLORATORY_V1,CRN_BASE_R015,MLE_BASE,LOCAL_WINDOW_HPP_BASE_STATIONARY_EXTENSION,15,PEAK_DURATION_S36_I21_T300|PEAK_DURATION_S36_I21_T900|PEAK_DURATION_S36_I21_T1800|PEAK_DURATION_S36_I21_T3600|PEAK_DURATION_S36_I21_T7200|PEAK_DURATION_S30_I18_T300|PEAK_DURATION_S30_I18_T900|PEAK_DURATION_S30_I18_T1800|PEAK_DURATION_S30_I18_T3600|PEAK_DURATION_S30_I18_T7200|PEAK_DURATION_S29_I17_T300|PEAK_DURATION_S29_I17_T900|PEAK_DURATION_S29_I17_T1800|PEAK_DURATION_S29_I17_T3600|PEAK_DURATION_S29_I17_T7200|PEAK_DURATION_S28_I16_T300|PEAK_DURATION_S28_I16_T900|PEAK_DURATION_S28_I16_T1800|PEAK_DURATION_S28_I16_T3600|PEAK_DURATION_S28_I16_T7200,202607290000,202609290151,202609290152,202609290153,202609290154
1.0,TASK3_PEAK_DURATION_SENSITIVITY_EXPLORATORY_V1,CRN_BASE_R016,MLE_BASE,LOCAL_WINDOW_HPP_BASE_STATIONARY_EXTENSION,16,PEAK_DURATION_S36_I21_T300|PEAK_DURATION_S36_I21_T900|PEAK_DURATION_S36_I21_T1800|PEAK_DURATION_S36_I21_T3600|PEAK_DURATION_S36_I21_T7200|PEAK_DURATION_S30_I18_T300|PEAK_DURATION_S30_I18_T900|PEAK_DURATION_S30_I18_T1800|PEAK_DURATION_S30_I18_T3600|PEAK_DURATION_S30_I18_T7200|PEAK_DURATION_S29_I17_T300|PEAK_DURATION_S29_I17_T900|PEAK_DURATION_S29_I17_T1800|PEAK_DURATION_S29_I17_T3600|PEAK_DURATION_S29_I17_T7200|PEAK_DURATION_S28_I16_T300|PEAK_DURATION_S28_I16_T900|PEAK_DURATION_S28_I16_T1800|PEAK_DURATION_S28_I16_T3600|PEAK_DURATION_S28_I16_T7200,202607290000,202609290161,202609290162,202609290163,202609290164
1.0,TASK3_PEAK_DURATION_SENSITIVITY_EXPLORATORY_V1,CRN_BASE_R017,MLE_BASE,LOCAL_WINDOW_HPP_BASE_STATIONARY_EXTENSION,17,PEAK_DURATION_S36_I21_T300|PEAK_DURATION_S36_I21_T900|PEAK_DURATION_S36_I21_T1800|PEAK_DURATION_S36_I21_T3600|PEAK_DURATION_S36_I21_T7200|PEAK_DURATION_S30_I18_T300|PEAK_DURATION_S30_I18_T900|PEAK_DURATION_S30_I18_T1800|PEAK_DURATION_S30_I18_T3600|PEAK_DURATION_S30_I18_T7200|PEAK_DURATION_S29_I17_T300|PEAK_DURATION_S29_I17_T900|PEAK_DURATION_S29_I17_T1800|PEAK_DURATION_S29_I17_T3600|PEAK_DURATION_S29_I17_T7200|PEAK_DURATION_S28_I16_T300|PEAK_DURATION_S28_I16_T900|PEAK_DURATION_S28_I16_T1800|PEAK_DURATION_S28_I16_T3600|PEAK_DURATION_S28_I16_T7200,202607290000,202609290171,202609290172,202609290173,202609290174
1.0,TASK3_PEAK_DURATION_SENSITIVITY_EXPLORATORY_V1,CRN_BASE_R018,MLE_BASE,LOCAL_WINDOW_HPP_BASE_STATIONARY_EXTENSION,18,PEAK_DURATION_S36_I21_T300|PEAK_DURATION_S36_I21_T900|PEAK_DURATION_S36_I21_T1800|PEAK_DURATION_S36_I21_T3600|PEAK_DURATION_S36_I21_T7200|PEAK_DURATION_S30_I18_T300|PEAK_DURATION_S30_I18_T900|PEAK_DURATION_S30_I18_T1800|PEAK_DURATION_S30_I18_T3600|PEAK_DURATION_S30_I18_T7200|PEAK_DURATION_S29_I17_T300|PEAK_DURATION_S29_I17_T900|PEAK_DURATION_S29_I17_T1800|PEAK_DURATION_S29_I17_T3600|PEAK_DURATION_S29_I17_T7200|PEAK_DURATION_S28_I16_T300|PEAK_DURATION_S28_I16_T900|PEAK_DURATION_S28_I16_T1800|PEAK_DURATION_S28_I16_T3600|PEAK_DURATION_S28_I16_T7200,202607290000,202609290181,202609290182,202609290183,202609290184
1.0,TASK3_PEAK_DURATION_SENSITIVITY_EXPLORATORY_V1,CRN_BASE_R019,MLE_BASE,LOCAL_WINDOW_HPP_BASE_STATIONARY_EXTENSION,19,PEAK_DURATION_S36_I21_T300|PEAK_DURATION_S36_I21_T900|PEAK_DURATION_S36_I21_T1800|PEAK_DURATION_S36_I21_T3600|PEAK_DURATION_S36_I21_T7200|PEAK_DURATION_S30_I18_T300|PEAK_DURATION_S30_I18_T900|PEAK_DURATION_S30_I18_T1800|PEAK_DURATION_S30_I18_T3600|PEAK_DURATION_S30_I18_T7200|PEAK_DURATION_S29_I17_T300|PEAK_DURATION_S29_I17_T900|PEAK_DURATION_S29_I17_T1800|PEAK_DURATION_S29_I17_T3600|PEAK_DURATION_S29_I17_T7200|PEAK_DURATION_S28_I16_T300|PEAK_DURATION_S28_I16_T900|PEAK_DURATION_S28_I16_T1800|PEAK_DURATION_S28_I16_T3600|PEAK_DURATION_S28_I16_T7200,202607290000,202609290191,202609290192,202609290193,202609290194
1.0,TASK3_PEAK_DURATION_SENSITIVITY_EXPLORATORY_V1,CRN_BASE_R020,MLE_BASE,LOCAL_WINDOW_HPP_BASE_STATIONARY_EXTENSION,20,PEAK_DURATION_S36_I21_T300|PEAK_DURATION_S36_I21_T900|PEAK_DURATION_S36_I21_T1800|PEAK_DURATION_S36_I21_T3600|PEAK_DURATION_S36_I21_T7200|PEAK_DURATION_S30_I18_T300|PEAK_DURATION_S30_I18_T900|PEAK_DURATION_S30_I18_T1800|PEAK_DURATION_S30_I18_T3600|PEAK_DURATION_S30_I18_T7200|PEAK_DURATION_S29_I17_T300|PEAK_DURATION_S29_I17_T900|PEAK_DURATION_S29_I17_T1800|PEAK_DURATION_S29_I17_T3600|PEAK_DURATION_S29_I17_T7200|PEAK_DURATION_S28_I16_T300|PEAK_DURATION_S28_I16_T900|PEAK_DURATION_S28_I16_T1800|PEAK_DURATION_S28_I16_T3600|PEAK_DURATION_S28_I16_T7200,202607290000,202609290201,202609290202,202609290203,202609290204
1.0,TASK3_PEAK_DURATION_SENSITIVITY_EXPLORATORY_V1,CRN_BASE_R021,MLE_BASE,LOCAL_WINDOW_HPP_BASE_STATIONARY_EXTENSION,21,PEAK_DURATION_S36_I21_T300|PEAK_DURATION_S36_I21_T900|PEAK_DURATION_S36_I21_T1800|PEAK_DURATION_S36_I21_T3600|PEAK_DURATION_S36_I21_T7200|PEAK_DURATION_S30_I18_T300|PEAK_DURATION_S30_I18_T900|PEAK_DURATION_S30_I18_T1800|PEAK_DURATION_S30_I18_T3600|PEAK_DURATION_S30_I18_T7200|PEAK_DURATION_S29_I17_T300|PEAK_DURATION_S29_I17_T900|PEAK_DURATION_S29_I17_T1800|PEAK_DURATION_S29_I17_T3600|PEAK_DURATION_S29_I17_T7200|PEAK_DURATION_S28_I16_T300|PEAK_DURATION_S28_I16_T900|PEAK_DURATION_S28_I16_T1800|PEAK_DURATION_S28_I16_T3600|PEAK_DURATION_S28_I16_T7200,202607290000,202609290211,202609290212,202609290213,202609290214
1.0,TASK3_PEAK_DURATION_SENSITIVITY_EXPLORATORY_V1,CRN_BASE_R022,MLE_BASE,LOCAL_WINDOW_HPP_BASE_STATIONARY_EXTENSION,22,PEAK_DURATION_S36_I21_T300|PEAK_DURATION_S36_I21_T900|PEAK_DURATION_S36_I21_T1800|PEAK_DURATION_S36_I21_T3600|PEAK_DURATION_S36_I21_T7200|PEAK_DURATION_S30_I18_T300|PEAK_DURATION_S30_I18_T900|PEAK_DURATION_S30_I18_T1800|PEAK_DURATION_S30_I18_T3600|PEAK_DURATION_S30_I18_T7200|PEAK_DURATION_S29_I17_T300|PEAK_DURATION_S29_I17_T900|PEAK_DURATION_S29_I17_T1800|PEAK_DURATION_S29_I17_T3600|PEAK_DURATION_S29_I17_T7200|PEAK_DURATION_S28_I16_T300|PEAK_DURATION_S28_I16_T900|PEAK_DURATION_S28_I16_T1800|PEAK_DURATION_S28_I16_T3600|PEAK_DURATION_S28_I16_T7200,202607290000,202609290221,202609290222,202609290223,202609290224
1.0,TASK3_PEAK_DURATION_SENSITIVITY_EXPLORATORY_V1,CRN_BASE_R023,MLE_BASE,LOCAL_WINDOW_HPP_BASE_STATIONARY_EXTENSION,23,PEAK_DURATION_S36_I21_T300|PEAK_DURATION_S36_I21_T900|PEAK_DURATION_S36_I21_T1800|PEAK_DURATION_S36_I21_T3600|PEAK_DURATION_S36_I21_T7200|PEAK_DURATION_S30_I18_T300|PEAK_DURATION_S30_I18_T900|PEAK_DURATION_S30_I18_T1800|PEAK_DURATION_S30_I18_T3600|PEAK_DURATION_S30_I18_T7200|PEAK_DURATION_S29_I17_T300|PEAK_DURATION_S29_I17_T900|PEAK_DURATION_S29_I17_T1800|PEAK_DURATION_S29_I17_T3600|PEAK_DURATION_S29_I17_T7200|PEAK_DURATION_S28_I16_T300|PEAK_DURATION_S28_I16_T900|PEAK_DURATION_S28_I16_T1800|PEAK_DURATION_S28_I16_T3600|PEAK_DURATION_S28_I16_T7200,202607290000,202609290231,202609290232,202609290233,202609290234
1.0,TASK3_PEAK_DURATION_SENSITIVITY_EXPLORATORY_V1,CRN_BASE_R024,MLE_BASE,LOCAL_WINDOW_HPP_BASE_STATIONARY_EXTENSION,24,PEAK_DURATION_S36_I21_T300|PEAK_DURATION_S36_I21_T900|PEAK_DURATION_S36_I21_T1800|PEAK_DURATION_S36_I21_T3600|PEAK_DURATION_S36_I21_T7200|PEAK_DURATION_S30_I18_T300|PEAK_DURATION_S30_I18_T900|PEAK_DURATION_S30_I18_T1800|PEAK_DURATION_S30_I18_T3600|PEAK_DURATION_S30_I18_T7200|PEAK_DURATION_S29_I17_T300|PEAK_DURATION_S29_I17_T900|PEAK_DURATION_S29_I17_T1800|PEAK_DURATION_S29_I17_T3600|PEAK_DURATION_S29_I17_T7200|PEAK_DURATION_S28_I16_T300|PEAK_DURATION_S28_I16_T900|PEAK_DURATION_S28_I16_T1800|PEAK_DURATION_S28_I16_T3600|PEAK_DURATION_S28_I16_T7200,202607290000,202609290241,202609290242,202609290243,202609290244
1.0,TASK3_PEAK_DURATION_SENSITIVITY_EXPLORATORY_V1,CRN_BASE_R025,MLE_BASE,LOCAL_WINDOW_HPP_BASE_STATIONARY_EXTENSION,25,PEAK_DURATION_S36_I21_T300|PEAK_DURATION_S36_I21_T900|PEAK_DURATION_S36_I21_T1800|PEAK_DURATION_S36_I21_T3600|PEAK_DURATION_S36_I21_T7200|PEAK_DURATION_S30_I18_T300|PEAK_DURATION_S30_I18_T900|PEAK_DURATION_S30_I18_T1800|PEAK_DURATION_S30_I18_T3600|PEAK_DURATION_S30_I18_T7200|PEAK_DURATION_S29_I17_T300|PEAK_DURATION_S29_I17_T900|PEAK_DURATION_S29_I17_T1800|PEAK_DURATION_S29_I17_T3600|PEAK_DURATION_S29_I17_T7200|PEAK_DURATION_S28_I16_T300|PEAK_DURATION_S28_I16_T900|PEAK_DURATION_S28_I16_T1800|PEAK_DURATION_S28_I16_T3600|PEAK_DURATION_S28_I16_T7200,202607290000,202609290251,202609290252,202609290253,202609290254
1.0,TASK3_PEAK_DURATION_SENSITIVITY_EXPLORATORY_V1,CRN_BASE_R026,MLE_BASE,LOCAL_WINDOW_HPP_BASE_STATIONARY_EXTENSION,26,PEAK_DURATION_S36_I21_T300|PEAK_DURATION_S36_I21_T900|PEAK_DURATION_S36_I21_T1800|PEAK_DURATION_S36_I21_T3600|PEAK_DURATION_S36_I21_T7200|PEAK_DURATION_S30_I18_T300|PEAK_DURATION_S30_I18_T900|PEAK_DURATION_S30_I18_T1800|PEAK_DURATION_S30_I18_T3600|PEAK_DURATION_S30_I18_T7200|PEAK_DURATION_S29_I17_T300|PEAK_DURATION_S29_I17_T900|PEAK_DURATION_S29_I17_T1800|PEAK_DURATION_S29_I17_T3600|PEAK_DURATION_S29_I17_T7200|PEAK_DURATION_S28_I16_T300|PEAK_DURATION_S28_I16_T900|PEAK_DURATION_S28_I16_T1800|PEAK_DURATION_S28_I16_T3600|PEAK_DURATION_S28_I16_T7200,202607290000,202609290261,202609290262,202609290263,202609290264
1.0,TASK3_PEAK_DURATION_SENSITIVITY_EXPLORATORY_V1,CRN_BASE_R027,MLE_BASE,LOCAL_WINDOW_HPP_BASE_STATIONARY_EXTENSION,27,PEAK_DURATION_S36_I21_T300|PEAK_DURATION_S36_I21_T900|PEAK_DURATION_S36_I21_T1800|PEAK_DURATION_S36_I21_T3600|PEAK_DURATION_S36_I21_T7200|PEAK_DURATION_S30_I18_T300|PEAK_DURATION_S30_I18_T900|PEAK_DURATION_S30_I18_T1800|PEAK_DURATION_S30_I18_T3600|PEAK_DURATION_S30_I18_T7200|PEAK_DURATION_S29_I17_T300|PEAK_DURATION_S29_I17_T900|PEAK_DURATION_S29_I17_T1800|PEAK_DURATION_S29_I17_T3600|PEAK_DURATION_S29_I17_T7200|PEAK_DURATION_S28_I16_T300|PEAK_DURATION_S28_I16_T900|PEAK_DURATION_S28_I16_T1800|PEAK_DURATION_S28_I16_T3600|PEAK_DURATION_S28_I16_T7200,202607290000,202609290271,202609290272,202609290273,202609290274
