schema_version,config_id,config_sha256,model_version,scenario_id,input_sample_id,replication_id,arrival_cutoff_seconds,drain_end_seconds,arrivals,completed_at_cutoff,security_queue_at_cutoff,security_in_service_at_cutoff,immigration_queue_at_cutoff,immigration_in_service_at_cutoff,wip_at_cutoff,completed_after_drain,rejected_or_dropped_count,technology_count,additional_check_count,security_wait_mean_seconds,security_wait_p95_seconds,immigration_wait_mean_seconds,immigration_wait_p95_seconds,total_queue_wait_mean_seconds,total_queue_wait_p95_seconds,total_queue_wait_exceed_600_rate,total_queue_wait_exceed_900_rate,total_queue_wait_exceed_1200_rate,system_time_mean_seconds,system_time_p95_seconds,security_utilization,immigration_utilization,cutoff_backlog,cutoff_backlog_fraction,cohort_clear_time_after_cutoff_seconds,conservation_pass,run_status,analysis_window_start_seconds,analysis_window_end_seconds,peak_window_end_seconds,security_positive_wait_count,immigration_positive_wait_count,peak_security_waiting_queue,peak_immigration_waiting_queue,peak_total_waiting_queue,security_queue_person_seconds,immigration_queue_person_seconds,total_queue_person_seconds,time_weighted_mean_security_waiting_queue,time_weighted_mean_immigration_waiting_queue,time_weighted_mean_total_waiting_queue
1.0,OP_AVAIL_MLE_BASE_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,01537ae28094b776ba547aac84a146217f6fda92b8c6379ea55746cde1b4c754,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_BASE,50,300.000000000,344.531321189,414,352,0,29,15,18,62,414,0,0,0,0.304832146,2.494612443,4.196541450,10.234947426,4.501373596,10.617264212,0.000000000,0.000000000,0.000000000,39.319555414,45.435446030,0.728262063,0.867845626,62,0.149758454,44.531321189,true,COMPLETE,0,300,331.531321189,66,322,7,18,18,126.20050844,1388.00163704,1514.20214548,0.420668361467,4.62667212346,5.04734048493
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,1,300.000000000,444.164843707,564,364,84,36,62,18,200,564,0,0,0,25.148823269,47.773035370,27.767175268,58.046231688,52.915998537,103.913781643,0.000000000,0.000000000,0.000000000,87.734180355,138.731963461,0.769575050,0.917076935,200,0.354609929,144.164843707,true,COMPLETE,0,300,431.164843707,487,521,85,85,149,12071.3556398,7816.84331444,19888.1989542,40.2378521325,26.0561443815,66.293996514
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,2,300.000000000,458.981436034,593,368,94,36,77,18,225,593,0,0,0,29.775737016,59.425971598,34.308095883,66.309143503,64.083832899,125.103819739,0.000000000,0.000000000,0.000000000,98.902014717,159.922001557,0.783025001,0.933104793,225,0.379426644,158.981436034,true,COMPLETE,0,300,445.981436034,557,575,102,96,173,14871.2840692,10334.0753842,25205.3594534,49.5709468973,34.4469179473,84.0178648446
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,3,300.000000000,479.269343786,617,370,113,36,80,18,247,617,0,0,0,28.216695750,67.132764008,36.724162516,68.754908491,64.940858265,134.467361936,0.000000000,0.000000000,0.000000000,99.759040083,169.285543754,0.780228068,0.929771781,247,0.400324149,179.269343786,true,COMPLETE,0,300,466.269343786,568,599,115,108,193,13267.5840234,10862.9032044,24130.4872278,44.225280078,36.209677348,80.434957426
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,4,300.000000000,440.648312142,562,374,58,36,76,18,188,562,0,0,0,16.276378176,33.602322788,33.342505809,62.727272730,49.618883986,95.181671311,0.000000000,0.000000000,0.000000000,84.437065804,129.999853129,0.772965767,0.921117539,188,0.334519573,140.648312142,true,COMPLETE,0,300,427.648312142,523,544,61,94,140,7967.57882329,10803.4412539,18771.0200772,26.5585960776,36.0114708464,62.570066924
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,5,300.000000000,459.858049254,591,367,94,36,76,18,224,591,0,0,0,26.218468140,54.369752983,34.145218218,65.268627515,60.363686359,119.960907996,0.000000000,0.000000000,0.000000000,95.181868177,154.779089814,0.778896485,0.928184978,224,0.379018613,159.858049254,true,COMPLETE,0,300,446.858049254,555,573,101,98,174,12741.0875462,10219.9903999,22961.0779461,42.4702918205,34.0666346664,76.536926487
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,6,300.000000000,444.040114590,571,370,73,36,74,18,201,571,0,0,0,20.831649187,41.283741585,33.550364234,62.727272730,54.382013420,104.899345641,0.000000000,0.000000000,0.000000000,89.200195238,139.717527459,0.779345367,0.928719896,201,0.352014011,144.040114590,true,COMPLETE,0,300,431.04011459,526,553,73,99,150,10274.5644819,10563.7730676,20838.3375494,34.2485482729,35.2125768918,69.4611251648
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,7,300.000000000,446.236641250,574,366,70,36,84,18,208,574,0,0,0,19.806608625,42.284548510,33.948198846,63.503101946,53.754807471,104.637279502,0.000000000,0.000000000,0.000000000,88.572989289,139.455461320,0.779583646,0.929003845,208,0.362369338,146.236641250,true,COMPLETE,0,300,433.23664125,538,556,75,100,154,9590.80030085,10601.8514338,20192.6517347,31.9693343362,35.3395047794,67.3088391156
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,8,300.000000000,438.826983777,559,369,56,36,80,18,190,559,0,0,0,19.677689595,38.017263967,32.537395085,62.727272730,52.215084679,97.164626576,0.000000000,0.000000000,0.000000000,87.033266497,131.982808394,0.772030644,0.920003184,190,0.339892665,138.826983777,true,COMPLETE,0,300,425.826983777,522,541,66,91,140,9867.34688384,10454.0933879,20321.4402718,32.8911562795,34.8469779597,67.7381342392
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,9,300.000000000,475.974015608,612,365,117,36,76,18,247,612,0,0,0,30.373261916,67.466457373,35.266447625,66.909090912,65.639709541,134.714784674,0.000000000,0.000000000,0.000000000,100.457891359,169.532966492,0.779263318,0.928622121,247,0.403594771,175.974015608,true,COMPLETE,0,300,462.974015608,575,594,118,102,193,14310.2641475,10058.6608474,24368.9249949,47.7008804916,33.5288694915,81.2297499831
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,10,300.000000000,439.102743325,560,378,56,36,72,18,182,560,0,0,0,21.160038596,36.425575287,35.035166238,64.324432237,56.195204835,95.764713096,0.000000000,0.000000000,0.000000000,91.013386653,130.582894914,0.772926028,0.921070184,182,0.325000000,139.102743325,true,COMPLETE,0,300,426.102743325,524,542,63,104,139,10906.8111616,11803.2520337,22710.0631953,36.3560372054,39.3441734456,75.7002106511
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,11,300.000000000,417.532427245,534,371,30,36,79,18,163,534,0,0,0,16.533073249,26.287529058,31.639890041,59.183806828,48.172963290,84.206209504,0.000000000,0.000000000,0.000000000,82.991145108,119.024391322,0.775116716,0.923680753,163,0.305243446,117.532427245,true,COMPLETE,0,300,404.532427245,498,516,52,90,116,8456.15478578,10727.0940732,19183.248859,28.1871826193,35.7569802441,63.9441628634
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,12,300.000000000,451.840005224,577,371,76,36,76,18,206,577,0,0,0,28.191799398,46.780632166,33.759971937,63.004563421,61.951771335,109.398021450,0.000000000,0.000000000,0.000000000,96.769953153,144.216203268,0.773939814,0.922278279,206,0.357019064,151.840005224,true,COMPLETE,0,300,438.840005224,541,559,82,98,159,14412.9842474,10534.6622091,24947.6464564,48.0432808245,35.1155406969,83.1588215214
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,13,300.000000000,460.166488007,594,367,104,36,69,18,227,594,0,0,0,29.242925259,58.939100622,32.262188118,62.991880297,61.505113377,121.818260531,0.000000000,0.000000000,0.000000000,96.323295195,156.636442349,0.782325548,0.932271278,227,0.382154882,160.166488007,true,COMPLETE,0,300,447.166488007,529,573,105,94,175,14253.6836495,9321.22060273,23574.9042522,47.5122788317,31.0707353424,78.5830141741
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,14,300.000000000,451.836064722,577,370,83,36,70,18,207,577,0,0,0,19.780675836,44.985938130,30.826982723,60.690110863,50.607658559,105.529161333,0.000000000,0.000000000,0.000000000,85.425840377,140.347343151,0.773946564,0.922286322,207,0.358752166,151.836064722,true,COMPLETE,0,300,438.836064722,498,557,83,92,154,9282.1965769,9183.71203546,18465.9086124,30.9406552563,30.6123734515,61.5530287079
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,15,300.000000000,469.709659988,604,368,104,36,78,18,236,604,0,0,0,34.231105955,63.578879024,35.453326690,66.909090912,69.684432645,130.673226926,0.000000000,0.000000000,0.000000000,104.502614463,165.491408744,0.779333783,0.928706091,236,0.390728477,169.709659988,true,COMPLETE,0,300,456.709659988,568,586,111,100,183,17189.1947358,10491.1544414,27680.3491772,57.2973157859,34.9705148047,92.2678305905
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,16,300.000000000,431.709927571,549,368,56,36,71,18,181,549,0,0,0,14.514458183,33.780705237,30.051876657,57.887227134,44.566334840,92.154514269,0.000000000,0.000000000,0.000000000,79.384516658,126.972696087,0.770719531,0.918440774,181,0.329690346,131.709927571,true,COMPLETE,0,300,418.709927571,483,531,63,88,130,6955.50521405,9399.86929047,16355.3745045,23.1850173802,31.3328976349,54.517915015
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,17,300.000000000,430.540599391,550,368,57,36,71,18,182,550,0,0,0,18.136867675,33.854964739,30.912263695,59.354636977,49.049131370,94.655705706,0.000000000,0.000000000,0.000000000,83.867313188,129.473887524,0.774220442,0.922612694,182,0.330909091,130.540599391,true,COMPLETE,0,300,417.540599391,514,532,61,90,131,9074.78376608,9903.74410613,18978.5278722,30.2492792203,33.0124803538,63.2617595741
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,18,300.000000000,466.554550376,598,369,100,36,75,18,229,598,0,0,0,22.492959277,55.591150814,34.801724450,66.909090912,57.294683727,121.661522637,0.000000000,0.000000000,0.000000000,92.112865545,156.479704455,0.776810005,0.925698589,229,0.382943144,166.554550376,true,COMPLETE,0,300,453.554550376,562,580,101,97,179,10260.043548,10327.8201935,20587.8637415,34.2001451599,34.4260673117,68.6262124716
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,19,300.000000000,430.895347706,550,367,57,36,72,18,183,550,0,0,0,13.922475604,30.631665826,30.663096586,58.702664479,44.585572190,88.732347570,0.000000000,0.000000000,0.000000000,79.403754008,123.550529388,0.773583041,0.921853124,183,0.332727273,130.895347706,true,COMPLETE,0,300,417.895347706,489,532,59,90,130,6691.11204233,9702.62399986,16393.7360422,22.3037068078,32.3420799995,54.6457868073
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,20,300.000000000,452.760226876,581,367,91,36,69,18,214,581,0,0,0,17.143556805,48.342921974,30.410290119,60.387035510,47.553846924,108.569931457,0.000000000,0.000000000,0.000000000,82.372028742,143.388113275,0.777721167,0.926784391,214,0.368330465,152.760226876,true,COMPLETE,0,300,439.760226876,487,563,91,91,160,7489.88436707,8874.33917457,16364.2235416,24.9662812236,29.5811305819,54.5474118054
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,21,300.000000000,432.295742521,556,371,60,36,71,18,185,556,0,0,0,14.636835979,32.628675690,31.251558349,60.293385511,45.888394328,93.087311340,0.000000000,0.000000000,0.000000000,80.706576146,127.905493158,0.779488817,0.928890840,185,0.332733813,132.295742521,true,COMPLETE,0,300,419.295742521,520,538,62,90,136,7059.26777556,9932.27269367,16991.5404692,23.5308925852,33.1075756456,56.6384682308
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,22,300.000000000,421.994994188,537,366,40,36,77,18,171,537,0,0,0,14.141394632,27.554968843,31.378643371,58.976781979,45.520038002,83.957276029,0.000000000,0.000000000,0.000000000,80.338219820,118.775457847,0.771228450,0.919047237,171,0.318435754,121.994994188,true,COMPLETE,0,300,408.994994188,500,519,50,90,117,7052.02074498,10303.8437675,17355.8645125,23.5067358166,34.3461458918,57.8528817084
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,23,300.000000000,449.940737246,576,366,84,36,72,18,210,576,0,0,0,19.003746089,48.270247160,32.643738382,62.727272730,51.647484471,112.110534715,0.000000000,0.000000000,0.000000000,86.465666289,146.928716533,0.775859753,0.924566205,210,0.364583333,149.940737246,true,COMPLETE,0,300,436.940737246,536,558,84,93,158,8840.9981603,9850.82750848,18691.8256688,29.4699938677,32.8360916949,62.3060855626
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,24,300.000000000,441.731040129,565,371,63,36,77,18,194,565,0,0,0,22.047656678,38.688978234,33.250352223,62.727272730,55.298008901,99.864447432,0.000000000,0.000000000,0.000000000,90.116190719,134.682629250,0.775187187,0.923764731,194,0.343362832,141.731040129,true,COMPLETE,0,300,428.731040129,527,547,68,96,143,11100.4911633,10600.7112261,21701.2023893,37.0016372109,35.3357040868,72.3373412978
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,25,300.000000000,418.116416487,530,367,33,36,76,18,163,530,0,0,0,11.116612909,19.845088128,30.548771188,58.545454548,41.665384097,78.973918026,0.000000000,0.000000000,0.000000000,76.483565915,113.792099844,0.768236091,0.915481341,163,0.307547170,118.116416487,true,COMPLETE,0,300,405.116416487,494,512,38,87,109,5525.83656801,10193.4952096,15719.3317776,18.4194552267,33.9783173654,52.3977725921
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,26,300.000000000,454.939881042,582,368,78,36,82,18,214,582,0,0,0,29.897855587,48.226053245,35.239643563,66.420480596,65.137499150,112.508338038,0.000000000,0.000000000,0.000000000,99.955680968,147.326519856,0.775327219,0.923931603,214,0.367697595,154.939881042,true,COMPLETE,0,300,441.939881042,546,564,89,106,161,15304.6825932,11022.2625112,26326.9451044,51.0156086438,36.7408750374,87.7564836812
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,27,300.000000000,441.055812430,563,368,70,36,71,18,195,563,0,0,0,23.440629108,38.257837990,31.714329198,61.838815630,55.154958306,98.615003255,0.000000000,0.000000000,0.000000000,89.973140124,133.433185073,0.773625722,0.921903985,195,0.346358792,141.055812430,true,COMPLETE,0,300,428.05581243,526,545,73,90,144,11753.2192959,9840.89382112,21594.113117,39.1773976531,32.8029794037,71.9803770568
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,28,300.000000000,445.289123107,575,371,83,36,67,18,204,575,0,0,0,19.055605835,46.826662342,30.159647284,59.901981718,49.215253119,106.616482501,0.000000000,0.000000000,0.000000000,84.033434937,141.434664319,0.782603550,0.932602564,204,0.354782609,145.289123107,true,COMPLETE,0,300,432.289123107,486,555,87,91,156,8888.28138611,8958.01494613,17846.2963322,29.6276046204,29.8600498204,59.4876544408
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,29,300.000000000,403.394738619,513,371,20,36,68,18,142,513,0,0,0,9.931339773,18.807702503,28.614811140,54.529022652,38.546150913,69.291816995,0.000000000,0.000000000,0.000000000,73.364332731,104.109998813,0.770731646,0.918455212,142,0.276803119,103.394738619,true,COMPLETE,0,300,390.394738619,477,493,36,82,96,4982.6502474,9787.62265972,14770.2729071,16.608834158,32.6254088657,49.2342430237
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,30,300.000000000,460.099889842,591,367,99,36,71,18,224,591,0,0,0,25.169175519,56.175753095,32.978397115,62.859841613,58.147572633,117.851100300,0.000000000,0.000000000,0.000000000,92.965754451,152.669282118,0.778487077,0.927697100,224,0.379018613,160.099889842,true,COMPLETE,0,300,447.099889842,553,565,100,98,171,12036.4801325,9713.16116564,21749.6412981,40.1216004416,32.3772038855,72.4988043271
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,31,300.000000000,468.635399072,606,372,105,36,75,18,234,606,0,0,0,33.180871213,62.005610953,35.468616318,66.909090912,68.649487531,128.990810980,0.000000000,0.000000000,0.000000000,103.467669349,163.808992798,0.783706754,0.933917215,234,0.386138614,168.635399072,true,COMPLETE,0,300,455.635399072,570,588,111,102,186,16648.2910161,10568.1109992,27216.4020152,55.4943033869,35.2270366639,90.7213400508
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,32,300.000000000,430.228623197,551,370,50,36,77,18,181,551,0,0,0,19.709138517,32.974537334,32.275145246,61.309459879,51.984283763,91.296284140,0.000000000,0.000000000,0.000000000,86.802465581,126.114465958,0.776190555,0.924960412,181,0.328493648,130.228623197,true,COMPLETE,0,300,417.228623197,515,533,60,92,129,10015.8350717,10568.2536415,20584.0887132,33.3861169057,35.2275121385,68.6136290441
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,33,300.000000000,447.269482143,573,368,79,36,72,18,205,573,0,0,0,19.495173394,44.567270993,32.454026301,62.727272730,51.949199694,107.294543723,0.000000000,0.000000000,0.000000000,86.767381512,142.112725541,0.776428397,0.925243840,205,0.357766143,147.269482143,true,COMPLETE,0,300,434.269482143,518,555,82,93,155,9309.82989013,9951.30394689,19261.133837,31.0327663004,33.1710131563,64.2037794567
1.0,OP_AVAIL_EXACT95_HIGH_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,a9a556ddf714e12731bb4977820418b0a0cfcd436c6b20c623fc6b3a6fdae119,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_HIGH,34,300.000000000,457.128176487,587,368,87,36,78,18,219,587,0,0,0,26.497180050,52.400650499,34.602238992,65.079373282,61.099419042,118.129090927,0.000000000,0.000000000,0.000000000,95.917600860,152.947272745,0.778244689,0.927408255,219,0.373083475,157.128176487,true,COMPLETE,0,300,444.128176487,551,569,95,98,165,13123.1566615,10597.0910612,23720.2477226,43.7438555382,35.3236368706,79.0674924088
