schema_version,study_id,scenario_id,reference_scenario_id,scenario_input_sample_id,reference_input_sample_id,metric,difference_direction,comparison_method,alignment_status,n_scenario,n_reference,difference_mean,standard_error,degrees_of_freedom,ci_level,ci_low,ci_high,analysis_status
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,cutoff_backlog,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,20.28,1.85495255454,49,0.95,16.5523332803,24.0076667197,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,cohort_clear_time_after_cutoff_seconds,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,18.550473524,1.59138987922,49,0.95,15.3524558301,21.7484912179,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,security_utilization,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.1019120769,0.00319716869547,49,0.95,0.0954871258607,0.108337027939,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,immigration_utilization,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.12954809706,0.00322923020885,49,0.95,0.123058715997,0.136037478123,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,peak_security_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,76.44,0.392958428502,49,0.95,75.6503204729,77.2296795271,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,peak_immigration_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,17.18,0.349565327753,49,0.95,16.4775221736,17.8824778264,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,peak_total_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,87.84,0.427006667252,49,0.95,86.9818979754,88.6981020246,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,time_weighted_mean_security_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,38.3583269509,0.295346165253,49,0.95,37.7648066108,38.951847291,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,time_weighted_mean_immigration_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,4.85812560788,0.159431470633,49,0.95,4.53773607247,5.17851514328,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,time_weighted_mean_total_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,43.2164525588,0.264083924569,49,0.95,42.6857560434,43.7471490741,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,total_queue_wait_p95_seconds,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,77.0931340234,0.579401255076,49,0.95,75.9287836088,78.2574844379,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,cutoff_backlog,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,78.82,0.316472908858,49,0.95,78.1840238791,79.4559761209,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,cohort_clear_time_after_cutoff_seconds,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,81.5205129242,0.534035879324,49,0.95,80.4473276454,82.5936982031,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,security_utilization,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,-0.00713071584,0.000485747461929,49,0.95,-0.00810686191099,-0.00615456976901,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,immigration_utilization,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.01922215096,0.000493810401228,49,0.95,0.0182298018059,0.0202145001141,COMPLETE
